brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,desc
Jeep,Grand Cherokee L Limited,2021,"25,968 mi.",Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Metallic,Global Black,None reported,,"$38,405 ","Jeep Grand Cherokee L Limited 2021, Metallic exterior, Global Black interior, 25,968 mi., 3.6L V6 24V MPFI DOHC, 8-Speed Automatic, Gasoline, None reported"
MINI,Hardtop Cooper S,2016,"41,680 mi.",Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"$17,495 ","MINI Hardtop Cooper S 2016, Silver exterior, Black interior, 41,680 mi., 189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, None reported"
Saab,9-3 SE,2002,"77,200 mi.",Gasoline,205.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,Beige,None reported,Yes,"$7,500 ","Saab 9-3 SE 2002, Black exterior, Beige interior, 77,200 mi., 205.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, 5-Speed M/T, Gasoline, None reported"
BMW,X5 xDrive40i,2019,"50,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gold,None reported,Yes,"$43,000 ","BMW X5 xDrive40i 2019, Blue exterior, Gold interior, 50,000 mi., 335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Porsche,Macan,2021,"21,613 mi.",Gasoline,2.0 Liter,Automatic,White,–,None reported,,"$58,998 ","Porsche Macan 2021, White exterior, – interior, 21,613 mi., 2.0 Liter, Automatic, Gasoline, None reported"
Audi,Q3 S line Premium Plus,2022,"17,377 mi.",Gasoline,2.0 Liter TFSI,Automatic,Glacier White,Pearl Beige,None reported,,"$39,998 ","Audi Q3 S line Premium Plus 2022, Glacier White exterior, Pearl Beige interior, 17,377 mi., 2.0 Liter TFSI, Automatic, Gasoline, None reported"
GMC,Acadia SLE,2020,"30,426 mi.",Gasoline,2.5L I4 16V GDI DOHC,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,,,"$29,645 ","GMC Acadia SLE 2020, Ebony Twilight Metallic exterior, Jet Black interior, 30,426 mi., 2.5L I4 16V GDI DOHC, 9-Speed Automatic, Gasoline, nan"
Audi,allroad 2.7T,2005,"153,000 mi.",Gasoline,250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,M/T,Blue,Blue,At least 1 accident or damage reported,Yes,"$6,500 ","Audi allroad 2.7T 2005, Blue exterior, Blue interior, 153,000 mi., 250.0HP 2.7L V6 Cylinder Engine Gasoline Fuel, M/T, Gasoline, At least 1 accident or damage reported"
Mercury,Marauder Base,2004,"56,600 mi.",Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Silver,Black,None reported,Yes,"$23,000 ","Mercury Marauder Base 2004, Silver exterior, Black interior, 56,600 mi., 302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel, Transmission Overdrive Switch, Gasoline, None reported"
Hyundai,Genesis 3.8,2015,"116,612 mi.",Gasoline,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,White,At least 1 accident or damage reported,Yes,"$12,700 ","Hyundai Genesis 3.8 2015, White exterior, White interior, 116,612 mi., 311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, At least 1 accident or damage reported"
Audi,SQ5 3.0T Premium Plus,2018,"72,000 mi.",Gasoline,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,"$30,000 ","Audi SQ5 3.0T Premium Plus 2018, Blue exterior, Black interior, 72,000 mi., 354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Audi,A8 L 55,2019,"39,000 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Brown,None reported,Yes,"$50,000 ","Audi A8 L 55 2019, Black exterior, Brown interior, 39,000 mi., 335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid, 8-Speed A/T, Hybrid, None reported"
Lincoln,Navigator Base,2008,"149,000 mi.",Gasoline,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gold,Beige,None reported,Yes,"$10,099 ","Lincoln Navigator Base 2008, Gold exterior, Beige interior, 149,000 mi., 300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
BMW,M4 Base,2018,"19,300 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Silver,None reported,Yes,"$64,000 ","BMW M4 Base 2018, White exterior, Silver interior, 19,300 mi., 425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, 6-Speed M/T, Gasoline, None reported"
Mazda,CX-9 Carbon Edition,2021,"27,836 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Polymetal Gray Metallic,Red,None reported,Yes,"$36,969 ","Mazda CX-9 Carbon Edition 2021, Polymetal Gray Metallic exterior, Red interior, 27,836 mi., 2.5L I4 16V GDI DOHC Turbo, 6-Speed Automatic, Gasoline, None reported"
Chevrolet,Corvette Stingray w/1LT,2023,"3,273 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Red,None reported,Yes,"$78,999 ","Chevrolet Corvette Stingray w/1LT 2023, Black exterior, Red interior, 3,273 mi., 490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
Ford,F-150 Lariat,2017,"74,349 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None reported,Yes,"$36,000 ","Ford F-150 Lariat 2017, White exterior, – interior, 74,349 mi., 375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
Ford,F-250 Lariat,2019,"85,000 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"$55,000 ","Ford F-250 Lariat 2019, White exterior, Black interior, 85,000 mi., 450.0HP 6.7L 8 Cylinder Engine Diesel Fuel, 6-Speed A/T, Diesel, At least 1 accident or damage reported"
Ferrari,Roma Base,2022,"2,250 mi.",Gasoline,611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Blue,None reported,Yes,"$259,500 ","Ferrari Roma Base 2022, Gray exterior, Blue interior, 2,250 mi., 611.0HP 3.9L 8 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Mercedes-Benz,GLS 450 Base 4MATIC,2017,"46,100 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"$33,000 ","Mercedes-Benz GLS 450 Base 4MATIC 2017, Black exterior, Beige interior, 46,100 mi., 362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, 9-Speed A/T, Gasoline, At least 1 accident or damage reported"
Hyundai,Santa Fe SEL Plus 2.4,2019,"49,500 mi.",Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Gray,None reported,Yes,"$28,000 ","Hyundai Santa Fe SEL Plus 2.4 2019, Silver exterior, Gray interior, 49,500 mi., 185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, None reported"
Mercedes-Benz,E-Class E 350,2012,"31,130 mi.",Gasoline,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"$23,500 ","Mercedes-Benz E-Class E 350 2012, Black exterior, Black interior, 31,130 mi., 302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, None reported"
Ford,F-250 XLT SuperCab Super Duty,2008,"149,460 mi.",Diesel,350.0HP 6.4L 8 Cylinder Engine Diesel Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,Yes,"$12,240 ","Ford F-250 XLT SuperCab Super Duty 2008, Blue exterior, Gray interior, 149,460 mi., 350.0HP 6.4L 8 Cylinder Engine Diesel Fuel, A/T, Diesel, At least 1 accident or damage reported"
Mercury,Marauder Base,2003,"90,000 mi.",Gasoline,302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Blue,Beige,At least 1 accident or damage reported,Yes,"$15,500 ","Mercury Marauder Base 2003, Blue exterior, Beige interior, 90,000 mi., 302.0HP 4.6L 8 Cylinder Engine Gasoline Fuel, 4-Speed A/T, Gasoline, At least 1 accident or damage reported"
Ford,Transit-350 XLT,2021,"48,000 mi.",E85 Flex Fuel,275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,Yes,"$57,000 ","Ford Transit-350 XLT 2021, White exterior, Gray interior, 48,000 mi., 275.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability, A/T, E85 Flex Fuel, None reported"
Mercedes-Benz,C-Class C 300 4MATIC Sport,2013,"98,000 mi.",Gasoline,248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Beige,At least 1 accident or damage reported,Yes,"$15,500 ","Mercedes-Benz C-Class C 300 4MATIC Sport 2013, White exterior, Beige interior, 98,000 mi., 248.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Volkswagen,Arteon SEL R-Line,2022,"18,655 mi.",Gasoline,2.0 Liter TSI,Automatic,Oryx White Prl,Titan Black,None reported,,"$38,698 ","Volkswagen Arteon SEL R-Line 2022, Oryx White Prl exterior, Titan Black interior, 18,655 mi., 2.0 Liter TSI, Automatic, Gasoline, None reported"
Chevrolet,Suburban 2500 LS,2006,"60,000 mi.",Gasoline,325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,At least 1 accident or damage reported,Yes,"$24,950 ","Chevrolet Suburban 2500 LS 2006, Brown exterior, Brown interior, 60,000 mi., 325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Chevrolet,Suburban 1500 LT,2014,"169,500 mi.",E85 Flex Fuel,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Purple,Brown,None reported,Yes,"$15,000 ","Chevrolet Suburban 1500 LT 2014, Purple exterior, Brown interior, 169,500 mi., 320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability, A/T, E85 Flex Fuel, None reported"
Mitsubishi,Eclipse GS,2008,"189,500 mi.",Gasoline,162.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Black,None reported,Yes,"$6,000 ","Mitsubishi Eclipse GS 2008, Red exterior, Black interior, 189,500 mi., 162.0HP 2.4L 4 Cylinder Engine Gasoline Fuel, 5-Speed M/T, Gasoline, None reported"
Toyota,Land Cruiser Base,2016,"91,000 mi.",Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,Yes,"$68,500 ","Toyota Land Cruiser Base 2016, Black exterior, Brown interior, 91,000 mi., 381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Genesis,G80 2.5T,2022,"7,396 mi.",Gasoline,2.5L I4 16V PDI DOHC Turbo,8-Speed Automatic,Black Forest Green,Black,None reported,,"$41,299 ","Genesis G80 2.5T 2022, Black Forest Green exterior, Black interior, 7,396 mi., 2.5L I4 16V PDI DOHC Turbo, 8-Speed Automatic, Gasoline, None reported"
Toyota,Tundra SR5 Access Cab,2004,"229,450 mi.",Gasoline,240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"$8,250 ","Toyota Tundra SR5 Access Cab 2004, Gray exterior, Gray interior, 229,450 mi., 240.0HP 4.7L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Maserati,Quattroporte Modena Q4,2023,"8,603 mi.",Gasoline,3.0L V6 24V GDI DOHC Twin Turbo,8-Speed Automatic,Blu,Tan,None reported,,"$125,900 ","Maserati Quattroporte Modena Q4 2023, Blu exterior, Tan interior, 8,603 mi., 3.0L V6 24V GDI DOHC Twin Turbo, 8-Speed Automatic, Gasoline, None reported"
Audi,RS 5 4.2,2014,"49,098 mi.",Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"$44,900 ","Audi RS 5 4.2 2014, White exterior, Black interior, 49,098 mi., 450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, At least 1 accident or damage reported"
Nissan,Rogue S,2022,"21,212 mi.",Gasoline,1.5L I3 12V GDI DOHC Turbo,Automatic CVT,Gun Metallic,Charcoal,None reported,,"$28,906 ","Nissan Rogue S 2022, Gun Metallic exterior, Charcoal interior, 21,212 mi., 1.5L I3 12V GDI DOHC Turbo, Automatic CVT, Gasoline, None reported"
Porsche,Panamera 4S,2010,"62,743 mi.",Gasoline,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Gray,None reported,Yes,"$28,600 ","Porsche Panamera 4S 2010, Silver exterior, Gray interior, 62,743 mi., 400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, None reported"
BMW,M440 i xDrive,2021,"24,300 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Beige,None reported,Yes,"$49,999 ","BMW M440 i xDrive 2021, Gray exterior, Beige interior, 24,300 mi., 382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid, 8-Speed A/T, Hybrid, None reported"
Cadillac,Escalade Premium,2010,"104,000 mi.",E85 Flex Fuel,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Gray,–,None reported,Yes,"$19,500 ","Cadillac Escalade Premium 2010, Gray exterior, – interior, 104,000 mi., 403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability, A/T, E85 Flex Fuel, None reported"
Volvo,S60 T6 Momentum,2020,"46,250 mi.",Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Charcoal,At least 1 accident or damage reported,Yes,"$27,800 ","Volvo S60 T6 Momentum 2020, White exterior, Charcoal interior, 46,250 mi., 2.0L I4 16V GDI DOHC, 8-Speed Automatic, Gasoline, At least 1 accident or damage reported"
Mazda,CX-9 Touring Plus,2023,"1,930 mi.",Gasoline,2.5L I4 16V GDI DOHC Turbo,6-Speed Automatic,Jet Black Mica,Black,At least 1 accident or damage reported,Yes,"$40,655 ","Mazda CX-9 Touring Plus 2023, Jet Black Mica exterior, Black interior, 1,930 mi., 2.5L I4 16V GDI DOHC Turbo, 6-Speed Automatic, Gasoline, At least 1 accident or damage reported"
Chrysler,Pacifica Hybrid Touring L,2022,"61,494 mi.",Hybrid,3.6L V6 24V MPFI DOHC Hybrid,Automatic CVT,Bright White Clearcoat,Black,None reported,,"$35,850 ","Chrysler Pacifica Hybrid Touring L 2022, Bright White Clearcoat exterior, Black interior, 61,494 mi., 3.6L V6 24V MPFI DOHC Hybrid, Automatic CVT, Hybrid, None reported"
Jeep,Wrangler Unlimited Sport,2020,"24,040 mi.",Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black Clearcoat,Black,None reported,Yes,"$35,273 ","Jeep Wrangler Unlimited Sport 2020, Black Clearcoat exterior, Black interior, 24,040 mi., 2.0L I4 16V GDI DOHC Turbo, 8-Speed Automatic, Gasoline, None reported"
Toyota,Highlander Base,2001,"231,581 mi.",Gasoline,220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,"$4,300 ","Toyota Highlander Base 2001, Beige exterior, Beige interior, 231,581 mi., 220.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Ford,F-150 Lariat,2019,"81,000 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Gray,Black,None reported,Yes,"$38,500 ","Ford F-150 Lariat 2019, Gray exterior, Black interior, 81,000 mi., 375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, 10-Speed A/T, Gasoline, None reported"
Ford,Bronco,1974,"6,217 mi.",–,–,–,Dark Gray Metallic,–,None reported,Yes,"$115,000 ","Ford Bronco 1974, Dark Gray Metallic exterior, – interior, 6,217 mi., –, –, –, None reported"
Land,Rover Discovery Sport S R-Dynamic,2022,"23,568 mi.",Gasoline,2.0 Liter,Automatic,Firenze Red,Ebony,None reported,,"$44,998 ","Land Rover Discovery Sport S R-Dynamic 2022, Firenze Red exterior, Ebony interior, 23,568 mi., 2.0 Liter, Automatic, Gasoline, None reported"
Mazda,Mazda6 Touring,2020,"78,700 mi.",Gasoline,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"$18,000 ","Mazda Mazda6 Touring 2020, White exterior, Black interior, 78,700 mi., 187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Kia,Optima EX,2015,"109,580 mi.",Gasoline,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,"$11,900 ","Kia Optima EX 2015, Red exterior, Black interior, 109,580 mi., 192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel, 6-Speed A/T, Gasoline, At least 1 accident or damage reported"
Lexus,RX 350 Base,2009,"178,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"$4,500 ","Lexus RX 350 Base 2009, Gray exterior, Gray interior, 178,000 mi., 270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Mitsubishi,Outlander Sport 2.4 SE,2016,"131,193 mi.",Gasoline,2.4L I4 16V MPFI DOHC,Automatic CVT,Black,Black,None reported,Yes,"$11,970 ","Mitsubishi Outlander Sport 2.4 SE 2016, Black exterior, Black interior, 131,193 mi., 2.4L I4 16V MPFI DOHC, Automatic CVT, Gasoline, None reported"
Mercedes-Benz,GLS 450 Base 4MATIC,2017,"106,000 mi.",Gasoline,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Black,None reported,Yes,"$25,900 ","Mercedes-Benz GLS 450 Base 4MATIC 2017, White exterior, Black interior, 106,000 mi., 362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel, 9-Speed A/T, Gasoline, None reported"
Audi,A3 2.0T Premium,2019,"28,211 mi.",Gasoline,184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,"$27,500 ","Audi A3 2.0T Premium 2019, Gray exterior, Black interior, 28,211 mi., 184.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, At least 1 accident or damage reported"
Audi,A4 2.0T Premium,2015,"91,403 mi.",E85 Flex Fuel,2.0L I4 16V GDI DOHC Turbo Flexible Fuel,8-Speed Automatic,Silver,Gray,None reported,,"$14,998 ","Audi A4 2.0T Premium 2015, Silver exterior, Gray interior, 91,403 mi., 2.0L I4 16V GDI DOHC Turbo Flexible Fuel, 8-Speed Automatic, E85 Flex Fuel, None reported"
Mercedes-Benz,CLA-Class CLA 250,2016,"88,600 mi.",Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"$16,800 ","Mercedes-Benz CLA-Class CLA 250 2016, Black exterior, Black interior, 88,600 mi., 208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
INFINITI,FX50 Base,2011,"84,900 mi.",Gasoline,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Silver,Black,,,"$22,450 ","INFINITI FX50 Base 2011, Silver exterior, Black interior, 84,900 mi., 390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel, 7-Speed A/T, Gasoline, nan"
Kia,K5 EX,2021,"11,154 mi.",Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,Glacial White Pearl,Black,None reported,,"$28,998 ","Kia K5 EX 2021, Glacial White Pearl exterior, Black interior, 11,154 mi., 1.6L I4 16V GDI DOHC Turbo, 8-Speed Automatic, Gasoline, None reported"
BMW,X5 eDrive xDrive40e,2018,"45,090 mi.",Plug-In Hybrid,313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,Yes,"$30,750 ","BMW X5 eDrive xDrive40e 2018, Gray exterior, Black interior, 45,090 mi., 313.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas, 8-Speed A/T, Plug-In Hybrid, At least 1 accident or damage reported"
Mercedes-Benz,SLK-Class SLK230 Kompressor,2003,"33,272 mi.",Gasoline,192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,At least 1 accident or damage reported,Yes,"$11,900 ","Mercedes-Benz SLK-Class SLK230 Kompressor 2003, Red exterior, Gray interior, 33,272 mi., 192.0HP 2.3L 4 Cylinder Engine Gasoline Fuel, A/T, Gasoline, At least 1 accident or damage reported"
Jeep,Wrangler SE,2003,"71,000 mi.",Gasoline,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Red,Gray,None reported,Yes,"$12,499 ","Jeep Wrangler SE 2003, Red exterior, Gray interior, 71,000 mi., 150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel, 5-Speed M/T, Gasoline, None reported"
Kia,Telluride SX,2020,"55,400 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,White,,,"$36,500 ","Kia Telluride SX 2020, Green exterior, White interior, 55,400 mi., 291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel, 8-Speed A/T, Gasoline, nan"
Land,Rover LR4 Lux,2012,"141,525 mi.",Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$14,490 ","Land Rover LR4 Lux 2012, Black exterior, Black interior, 141,525 mi., 375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
Jaguar,XKR Base,2007,"50,000 mi.",Gasoline,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Beige,At least 1 accident or damage reported,Yes,"$21,900 ","Jaguar XKR Base 2007, Black exterior, Beige interior, 50,000 mi., 420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel, Transmission w/Dual Shift Mode, Gasoline, At least 1 accident or damage reported"
BMW,M4 Base,2020,"29,140 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Orange,Orange,None reported,Yes,"$71,995 ","BMW M4 Base 2020, Orange exterior, Orange interior, 29,140 mi., 425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel, M/T, Gasoline, None reported"
BMW,M340 i xDrive,2022,"9,000 mi.",Hybrid,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,White,Red,None reported,Yes,"$56,900 ","BMW M340 i xDrive 2022, White exterior, Red interior, 9,000 mi., 382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid, 8-Speed A/T, Hybrid, None reported"
Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021,"5,595 mi.",Hybrid,3.0 Liter Turbo,Automatic,designo Diamond White Metallic,Black,None reported,,"$83,598 ","Mercedes-Benz AMG GLE 53 AMG GLE 53 2021, designo Diamond White Metallic exterior, Black interior, 5,595 mi., 3.0 Liter Turbo, Automatic, Hybrid, None reported"
RAM,1500 Laramie,2022,"34,121 mi.",Gasoline,5.7L V8 16V MPFI OHV,Automatic,Granite Crystal Clearcoat Metallic,Black,None reported,,"$48,190 ","RAM 1500 Laramie 2022, Granite Crystal Clearcoat Metallic exterior, Black interior, 34,121 mi., 5.7L V8 16V MPFI OHV, Automatic, Gasoline, None reported"
BMW,ALPINA B7 Base,2013,"36,750 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"$35,999 ","BMW ALPINA B7 Base 2013, Black exterior, Black interior, 36,750 mi., 445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel, A/T, Gasoline, None reported"
